category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
CHEMISTRY,Multiple Choice,Which positions on the benzene ring are the chlorine atoms found in the compound para-dichloro-benzene (pronounced: PARA-DIE-chloro-ben-zeen): W) 1 and 2 X) 1 and 3 Y) 1 and 4 Z) 1 and 5,Y) 1 AND 4,Short Answer,Name two isotopes that have the distinction of being the only isotopes that have individual names and are the atoms of choice in the research efforts to create fusion reactors?,DEUTERIUM AND TRITIUM (ACCEPT: HYDROGEN-2 OR D; HYDROGEN-3 OR T),SciBowlDB
BIOLOGY,Multiple Choice,T cells do much of their work by releasing: W) antibodies X) lymphocytes Y) cytokines Z) stress,Y) CYTOKINES,Multiple Choice,Radicle is to primordial root as epicotyl is to: W) primordial micropyle X) primordial stem Y) primordial xylem Z) primordial flower,X) PRIMORDIAL STEM,SciBowlDB
ASTRONOMY,Multiple Choice,The reason magnitudes of brightness are often given in negative numbers is because: W) scientists originally based brightness on the negative log to the base ten X) astronomers got the idea from astrologers Y) today’s astronomers extend the magnitude a lot farther in both directions than the Greeks Z) the Egyptians had no conceptual way of dealing with negative numbers,Y) TODAY’S ASTRONOMERS EXTEND THE MAGNITUDE A LOT FARTHER IN BOTH DIRECTIONS THAN THE GREEKS,Short Answer,"Rounded off to the second decimal point, in seconds of arc, what is the resolving power of a 100-inch telescope?",0.05 SECONDS OF ARC (Solution: Formula is 13/diameter of objective lens 2.54cm/inch; 100”=254cm; 13/254=0.05),SciBowlDB
MATH,Multiple Choice,Which decimal digits are NOT used in the octal numbering system: W) 7 and 8 X) 8 and 9 Y) 9 and 10 Z) 7 and 9,X) 8 AND 9,Short Answer,"If `(x - 4)^2 + 4(y - 3)^2 = 16` is graphed, the sum of the distances from any fixed point on the curve to the two foci is what?",8,SciBowlDB
EARTH SCIENCE,Multiple Choice,Which of these would be LEAST likely to occur as a result of global warming: W) increased evaporation from oceans X) a lowering of sea levels around the globe Y) increased decomposition of organic matter in the soil Z) world-wide recession of low and middle latitude mountain glaciers,X) A LOWERING OF SEA LEVELS AROUND THE GLOBE,Short Answer,"Ranging in size from less than a square kilometer to vast areas of subcontinental dimension, the land area from which water drains into a stream or river is called its:",WATERSHED (ACCEPT: DRAINAGE BASIN),SciBowlDB
GENERAL SCIENCE,Multiple Choice,Which of the following is the BEST example of sound reasoning in science: W) scientific laws should not be subject to change X) theories can only be proven to be correct and cannot be proven false Y) correlation of cause and effect does not prove causation Z) scientific theories can only be tested by physical experimentation,Y) CORRELATION OF CAUSE AND EFFECT DOES NOT PROVE CAUSATION,Short Answer,"The first birth control pill contained an anti-ovulatory analogue of progesterone, which was based on the research involving the manufacture of steroids from this natural source:",YAM ( ACCEPT: DIOSCOREA),SciBowlDB
GENERAL SCIENCE,Multiple Choice,Which of the following CANNOT usually be used when connecting a printer to the computer: W) parallel port X) serial port Y) USB port Z) monitor port,Z) MONITOR PORT,Multiple Choice,The Defense Department’s experimental wide-area network called ARPANET was in use in 1969 and was based on which of the following: W) TCP/IP X) packet transmission and open architecture Y) mosaic Z) numerical integration and open streaming,X) PACKET TRANSMISSION AND OPEN ARCHITECTURE (Solution: TCP/IP was developed by experimenting with ARPANET),SciBowlDB
PHYSICS,Multiple Choice,"Which of the following types of thermometers is the standard, chosen to delineate the intermediate temperature readings on other thermometers: W) constant volume gas thermometer X) mercury in glass thermometer Y) alcohol in glass thermometer Z) condensed helium thermometer",W) CONSTANT VOLUME GAS THERMOMETER,Short Answer,"If a cyclist locks up her brakes at 15 km/hr, how much farther will she skid than if she were traveling at 5 km/hr?",9 TIMES FARTHER (Solution: `Fd = 1/2 mv^2`),SciBowlDB
CHEMISTRY,Multiple Choice,Which of the following has an empirical formula that is different from its molecular formula? W) C2H6O2 X) HSO4 Y) K2CO3 Z) N2O3,W) C2H6O2,Short Answer,"What is the name of the Law that says that at equilibrium, the amount of gas dissolved in a liquid at a given temperature is proportional to the partial pressure of the gas above the liquid?",HENRY’S LAW,SciBowlDB
BIOLOGY,Multiple Choice,Which of the following will most likely occur as T3 and T4 levels rise in the blood: W) FSH will decrease and LH will rise X) TSH release will fall Y) insulin levels will fall and oxytocin will be released Z) ACTH and LH will both rise,X) TSH RELEASE WILL FALL,Short Answer,"Of the four main blood types, which two will show no agglutination when tested against anti-B serum?",TYPES “A” AND “O”,SciBowlDB
MATH,Multiple Choice,`sin(2A)` is equal to which of the following: W) `sin(A) - cos(A)` X) `3sin(A) -: cos(A)` Y) `2sin(A) xx cos(A)` Z) `tan(A) - 1`,Y) `2sin(A) xx cos(A)`,Short Answer,"The pendulum of a clock swings through an angle of 1 radian, and the tip sweeps out an arc of 12 inches. How long is the pendulum?",12 INCHES,SciBowlDB
EARTH SCIENCE,Multiple Choice,"In general, a sand grain is too heavy to be picked up by the wind. However, it may be put into the air by this process: W) mass wasting X) siltation Y) frost heaving Z) saltation",Z) SALTATION,Multiple Choice,"Of the following choices, which cloud formations would indicate the most severe incoming weather: W) cumulonimbus X) mammatus Y) pyrocumulus Z) stratocumulus",X) MAMMATUS,SciBowlDB
GENERAL SCIENCE,Multiple Choice,Which of the following was introduced to the Americas from Africa: W) banana X) sweet potato Y) corn Z) lima bean,W) BANANA,Short Answer,"What person, from about 300 BC, and often referred to as the father of Greek Botany, wrote two treatises titled, “Inquiry” and “Causes”, which carefully categorized and described the characteristics of over 550 plants:",THEOPHRASTUS,SciBowlDB
PHYSICS,Multiple Choice,"By an extension of formulas derived by these two people, de Broglie showed that for any given particle there is an associated wave whose wavelength is inversely proportional to the momentum of the particle: W) Einstein and Bohr X) Bohr and Planck Y) Planck and Maxwell Z) Einstein and Planck",Z) EINSTEIN AND PLANCK,Short Answer,"Rounded to the first decimal point, how long will it take a car traveling at 1 m/sec to stop, if its average breaking force is 150 newtons, the car’s mass is 250 kilograms, and friction is negligible?",1.7 SECONDS (Solution: F x (change in time) = m x change in v^250 x 1/ 150 = 1.7),SciBowlDB
CHEMISTRY,Multiple Choice,"Which of the following is NOT true of titration: W) if a strong acid is exactly neutralized by a strong base, a pH 7 is achieved X) if a strong acid is exactly neutralized by a weak base, a pH less than 7 is achieved Y) if a weak acid is exactly neutralized by a strong base, a pH greater than 7 is achieved Z) if a strong base is exactly neutralized by a strong acid, a pH greater than 7 is achieved","Z) IF A STRONG BASE IS EXACTLY NEUTRALIZED BY A STRONG ACID, A pH GREATER THAN 7 IS ACHIEVED (Solution: if a strong base is exactly neutralized by a strong acid, a pH 7 is achieved)",Short Answer,The science and technology of extracting metals from their natural sources and preparing them for practical use is called:,METALLURGY,SciBowlDB
BIOLOGY,Multiple Choice,Tiny openings in the insect body through which air enters are called: W) protopodites X) stomata Y) spinnerets Z) spiracles,Z) SPIRACLES,Multiple Choice,Which of the following mechanisms is the most common method for lowering the amount of neurotransmitter in the synaptic cleft: W) enzymatic degradation X) re-uptake into the pre-synaptic terminal Y) re-uptake into the post-synaptic terminal Z) degradation by trypsin released into the synaptic cleft,X) RE-UPTAKE INTO THE PRE-SYNAPTIC TERMINAL,SciBowlDB
BIOLOGY,Multiple Choice,Which of the following is NOT true of the Calvin-Benson Cycle: W) it is also sometimes called the dark reactions of photosynthesis X) it is also sometimes called the light independent reactions of photosynthesis Y) it converts energy trapped in the light reactions into sugar Z) it does not require stores of potential energy,Z) IT DOES NOT REQUIRE STORES OF POTENTIAL ENERGY,Short Answer,What are the 3 tissue layers in plants that become distinct during fruit growth?,"EXOCARP, MESOCARP, AND ENDOCARP (accept in any order)",SciBowlDB
CHEMISTRY,Multiple Choice,Which of the following is NOT an example of a voltaic cell: W) lead-storage battery X) electrolytic cell Y) dry cell Z) nickel-cadmium battery,X) ELECTROLYTIC CELL,Short Answer,What is the exact systematic name for the ionic compound Cu2S?,COPPER (I) SULFIDE (read as: copper ONE sulfide) (MUST BE EXACT),SciBowlDB
PHYSICS,Multiple Choice,"In the creation of holograms, which of the following is LEAST likely to be true: W) images are formed by interference X) light from various points on an object interfere with light from a direct beam Y) a laser beam is often split into two parts by a half silvered mirror Z) the light source used in the hologram’s creation need not be coherent",Z) THE LIGHT SOURCE USED IN THE HOLOGRAM’S CREATION NEED NOT BE COHERENT,Short Answer,"For a circuit with a current of 3 amperes, operating for 5 minutes, how much charge, in coulombs, has gone by any point in the circuit?","900 C (Solution: DQ = I AT _ Since coulombs is in seconds, convert 5 minutes into 300 seconds and multiply by 3 C/s = 900 C)",SciBowlDB
ASTRONOMY,Multiple Choice,Which of the following is the BEST example of gravitational lensing: W) the distortion of light by intervening galaxies X) the diffraction of light by a large mass Y) the obstruction of light by a large mass Z) the chromatic aberration of an image by an unknown source of gravity,W) THE DISTORTION OF LIGHT BY INTERVENING GALAXIES,Short Answer,The largest structure discovered in the universe is a supercluster nicknamed:,THE GREAT WALL,SciBowlDB
MATH,Short Answer,"In order, from left to right, give the binomial coefficients in the row of Pascal's triangle:","1, 6, 15, 20, 15, 6, 1",Short Answer,What is the area of the region enclosed by the graph of the polar curve `r = 1/(sintheta + costheta)` (read as: r equals 1 over sine theta plus cosine theta) and the x axis and y axis?,0.5,SciBowlDB
EARTH SCIENCE,Multiple Choice,"For the weather-watcher, a long-lasting contrail left by a passing aircraft would NOT be indicative of which of the following: W) the surrounding air mass contains little moisture X) the surrounding air mass is close to saturation Y) may indicate an approaching frontal system Z) the aircraft is flying through air temperatures well below freezing",W) THE SURROUNDING AIR MASS CONTAINS LITTLE MOISTURE,Multiple Choice,Geologic time can be expressed in either relative or absolute time. Which is associated with absolute time: W) uranium-lead dating X) fossil correlation Y) superimposition Z) physical feature correlation,W) URANIUM-LEAD DATING,SciBowlDB
GENERAL SCIENCE,Multiple Choice,"Which of the following is the most appropriate statistical operation to evaluate whether three sets of plants, that differ only in their exposure to three different fertilizers, reacted differently: W) regression analysis X) range analysis Y) comparison of standard deviations Z) analysis of variance",Z) ANALYSIS OF VARIANCE,Short Answer,"This fungus is the causative agent for what was known in medieval times as St. Anthony’s fire, and is now used as a source for certain drugs:",ERGOT,SciBowlDB
GENERAL SCIENCE,Multiple Choice,"Upon booting up a computer, the message “non-system disk error” appears on the screen. What is the best way to troubleshoot this problem: W) restart the computer X) eject the floppy and restart the computer Y) eject the floppy and press any key Z) shutdown then restart the computer",Y) EJECT THE FLOPPY AND PRESS ANY KEY,Multiple Choice,"Which of the following programming languages would be the LEAST efficient, in terms of the time required to write the program, for writing a large accounting program: W) C++ X) dBASE Y) File Maker Z) Visual Basic",W) C++,SciBowlDB
BIOLOGY,Multiple Choice,Which of the following is NOT an autoimmune disease: W) lupus X) rheumatoid arthritis Y) most cases of Addison’s disease Z) post prandrial (pronounced: PRAN-dree-al) distension,Z) POST PRANDRIAL DISTENSION,Multiple Choice,A protein’s tertiary structure is most strongly influenced by: W) ATP synthetase (pronounced: SIN-the-tase) X) imbedding in the plasma membrane Y) ionic and hydrogen bonds between R groups Z) the quaternary structure,Y) IONIC AND HYDROGEN BONDS BETWEEN R GROUPS,SciBowlDB
