category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Earth and Space,Multiple Choice,Which of the following ores would be least likely to produce acid mine drainage?  W) Bornite  X) Pyrite  Y) Magnetite  Z) Sphalerite ,Y) Magnetite,Multiple Choice,Which of the following conditions would most likely create a mesocyclone? W) Strong wind shear X) Strong downdraft Y) Conditional instability Z) High-altitude convergence ,W) Strong wind shear,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Biology,Short Answer,What is the name for the reduced mitochondria found in the Parabasalid group? ,Hydrogenosomes [hi-DRAW-jen-uh-zomes],Short Answer,Identify all of the following three parts of the kidney where the osmolarity of the extracellular fluid increases: 1) Ascending limb of the loop of Henle ; 2) Collecting duct; 3) Descending limb of the loop of Henle. ,2 and 3,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Physics,Short Answer,What type of magnetism that is least affected by changes in temperature is most common in ionic crystals and has a negative mag- netic susceptibility? ,Diamagnetism,Multiple Choice,"Cookie dough is spread on a conveyor belt moving at velocity v to the right. A circular cookie cutter stamps out cake as it passes by underneath. Taking relativistic lengths into account, what shape does the stamped out cake make? W) Circular X) Squashed in the direction of of the belt’s motion Y) Stretched in the direction of the belt’s motion Z) It depends on the speed of the conveyor belt ",Y) Stretched in the direction of the belt’s motion,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Longtermism,Short Answer,"Researcher and essayist Brian Tomasik has been influential in writing about a new type of existential risk, in which the concern is catastrophic amounts of future suffering rather than the end of civilization. What is this risk called? ",S-risk,Multiple Choice,Which of the following existential risks is not considered an s-risk? W) Far-future harms to animals X) Risk from bioengineering of viruses Y) Misaligned artificial intelligence Z) Far-future value drift ,X) Risk from bioengineering of viruses,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Chemistry,Multiple Choice,Which of the following molecules is IR active?  W) Methane  X) Diatomic oxygen  Y) Diatomic nitrogen  Z) Diatomic hydrogen ,W) Methane,Multiple Choice,Which of the following gases has the highest b van der Waals parameter? W) Argon X) Chlorine Y) Carbon Dioxide Z) Ammonia ,X) Chlorine,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Earth and Space,Short Answer,What cosmological theory of galaxy forma- tion states that small variations in the primordial universe created so-called seeds that built up the large-scale structures we see today? ,Bottom-up theory,Short Answer,"Sirius is a binary system consisting of two stars, one with twice the mass of the other. Measuring from the barycenter , what is the ratio of the distance from the larger star to the distance from the smaller star? ",1 to 2 (ACCEPT: 1 2),C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Biology,Multiple Choice,"Immunophenotyping involves the characterization of the cell types present in a patient’s immune sys- tem. Modern lab techniques allow exquisite specificity, sorting millions of cells into distinct populations. What technique is most commonly used in immunophe- notyping studies?  W) MALDI-TOF mass spectrometry  X) Flow cytometry  Y) Immunoprecipitation  Z) Affinity chromatography ",X) Flow cytometry,Short Answer,"Many muscles are set up in antagonistic pairs, where one muscle contracts while the other relaxes. A motor neuron causes contraction of one muscle while an inhibitory interneuron prevents the motor neuron innervat- ing the other muscle from causing contraction. Identify all of the following four neurotransmitters that the inhibitory interneuron could release: 1) GABA; 2) Glu- tamate ; 3) Acetylcholine ; 4) Glycine . ",1 and 4,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Physics,Short Answer,A cylinder has an outer radius B and an inner radius A. By what factor is the rate of heat transfer multiplied by if both the inner and outer radius are squared? ,12,Multiple Choice,"Water’s index of refraction is 1.3, and the critical angle for the interface between medium A and water is 30 degrees. If light has a critical angle of 60 degrees, in an interface between medium A and B, which of the following is closest to the index of refraction of medium B? W) 1.12 X) 1.75 Y) 2.25 Z) 2.6 ",Y) 2.25,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Longtermism,Multiple Choice,"Which of the following diseases, contrary to its name, is not caused by a poxvirus?  W) Monkeypox  X) Smallpox  Y) Cowpox  Z) Chickenpox ",Z) Chickenpox,Short Answer,"Chickenpox is in the same family as which virus, which is considered a major cause of myalgic encephalomyelitis ? ",Epstein-Barr virus,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Chemistry,Short Answer,What is the degree of unsaturation of maleic anhydride? ,4,Multiple Choice,"The bond between oxygen and hydrogen in water is said to be polar covalent since there is higher electron density on oxygen than hydrogen. Which of the following differences best explains this difference? W) Valence electrons in hydrogen are in an n = 1 orbital, giving them a lower energy than those in oxygen X) Valence electrons in hydrogen are in an l = 0 orbital, giving them lower energy than those in oxygen Y) Valence electrons in oxygen are in an n = 1 orbital, giving them lower energy than those in hydrogen Z) Valence electrons in oxygen are in an l = 1 orbital, so the lower effective nuclear charge gives them a lower energy than those in hydrogen ","Z) Valence electrons in oxygen in an l = 1 orbital, so the lower effec- tive nuclear charge gives them a lower energy than those in hydrogen",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Earth and Space,Short Answer,In which of Earth’s four compositional lay- ers do earthquake waves typically travel the fastest? ,Mantle,Multiple Choice,Pyritization of fossils would most likely occur in which of the following depositional environ- ments? W) Oxygen-rich lacustrine X) Anoxic lacustrine Y) Oxygen-rich marine Z) Anoxic marine ,Z) Anoxic marine,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Biology,Short Answer,"Histone modifications play an extremely important role in the regulation of gene expression. What amino acid, which can be both methylated and acetylated , is most commonly modified in histones? ",Lysine [LIE-seen],Short Answer,"Based on their listed functions, identify all of the following three compounds that would inhibit protein synthesis in bacteria but not in eukaryotes: 1) Tetracycline, inhibits binding of charged tRNAs to the 30S ribosomal subunit; 2) Chloramphenicol , inhibits peptide bond formation by binding to the 70S ribosome; 3) Cycloheximide , blocks exit side of the 60S ribosomal subunit. ",1 and 2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Physics,Multiple Choice,"What type of spectroscopy uses radio waves to excite nuclei, which gives important information on a molecule’s structure?  W) X-ray  X) NMR  Y) Raman  Z) Spark emission ",X) NMR,Short Answer,"An object with a mass of 2 grams and a charge of 1 coulomb is moving perpendicular to a magnetic field with a strength of 4 × 10−3 teslas. Due to centripetal acceleration, the object moves in a circular path with a radius of 25 centimeters. What is the object’s velocity, in meters per second? ",0.5,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Longtermism,Short Answer,"Which thought experiment suggests that in utilitarianism, the welfare of a being that experiences sufficiently massive amounts of happiness would be put above all other considerations? ",Utility monster,Short Answer,Which analogous thought experiment suggests that a world containing some number of people living in utopian conditions would be worse than a world containing a sufficiently large number of people experienc- ing only ’Muzak and potatoes?’ ,Repugnant conclusion,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Chemistry,Multiple Choice,Which of the following elements exhibits the weakest inert pair effect?  W) Tin  X) Lead  Y) Gallium  Z) Polonium ,Y) Gallium,Short Answer,Identify all of the following four functional groups that are ortho-para directors in electrophilic aromatic substitutions: 1) Hydroxyl; 2) Trifluoromethyl ; 3) Chloro; 4) Aldehyde. ,1 and 3,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Earth and Space,Multiple Choice,The solar tachocline separates which of the following regions of the Sun?  W) Chromosphere and photosphere  X) Photosphere and convective zone  Y) Convective zone and radiative zone  Z) Radiative zone and core ,Y) Convective zone and radiative zone,Short Answer,Identify all of the following three star types that are typically Population I stars: 1) RR Lyrae variables; 2) B-type main sequence stars; 3) Classical Cepheid variables. ,2 and 3,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Biology,Multiple Choice,Which of the following statements is true about transcription and post-transcriptional processing?  W) Addition of the 5 prime cap occurs after introns are removed  X) Alternative splicing occurs after pre-mRNA is exported to the cytoplasm  Y) The TATA box is not found in bacteria  Z) Silencers are typically found immediately upstream of the gene they regulate ,Y) The TATA box is not found in bacteria,Short Answer,Identify all of the following four statements that are true regarding human chorionic gonadotropin by supporting the corpus luteum ; 3) A primary method of testing for pregnancy is by measuring hCG in the blood or urine. ,All,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Physics,Short Answer,"An observer throws a clock in a circle at a constant speed of 0.96c. To the observer, how long does it appear to take, in seconds, for one second to elapse on the clock? ",257 sec,Short Answer,"A system of gas molecules is in equilibrium with its surroundings such that the root mean square speed of the molecules was found to be 2 √ 6 meters per second. In meters per second, what speed are the majority of the gas molecules within the system moving with? ",4,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Longtermism,Short Answer,"In reinforcement learning, an agent acts to max- imize which property over its operation? ",Expected cumulative reward,Short Answer,"In some reinforcement learning problems, a system cannot fully predict which decisions will maximize expected cumulative reward. What is this property of problems called? ",Partial observability,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE2
Chemistry,Short Answer,Identify all of the following three nuclei that are NMR active: 1) Carbon-14; 2) Nitrogen-14; 3) Phosphorus-35. ,2 and 3,Short Answer,What is the ratio of the number of rotational de- grees of freedom to the number of vibrational degrees of freedom present in methane? ,1 3 (ACCEPT: 1:3),C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE2
