category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Earth and Space,Short Answer,"What solution to the Einstein ﬁeld equations describes a charged, nonrotating black hole? ",Reissner-Nordstrom metric,Short Answer,The cosmic microwave background photons experience slight polarization in the positive x and z-directions by Thompson scat- tering. What perceived property of the CMB was theorized to negate these eﬀects by eﬀectively providing for zero net polarization? ,Isotropy (ACCEPT: Symmetry) ,MIT 2021 round 11
Physics,Short Answer,The ability of a junction formed by two superconductors separated by a thin insulating barrier to continuously have current ﬂow between them is known as what eﬀect? ,Josephson eﬀect,Multiple Choice,Which of the following types of diode is specially designed to allow some amount of back current when a reverse voltage is applied? W) Zener diode X) Frenkel diode Y) Schottky diode Z) Hender diode ,W) Zener diode,MIT 2021 round 11
Chemistry,Multiple Choice,"Which of the following aromatic compounds, when mononitrated with nitric and sulfuric acid, will be nitrated at the 2 position as the major product? W) Pyridine X) Indole Y) Pyrrole Z) Nitrobenzene ",Y) Pyrrole,Short Answer,"By name or number, rank the following three dienes from least to greatest ability to participate in a Diels-Alder reaction: 1) Cyclopentadiene 2) Pyrrole 3) Furan ","2, 3, 1",MIT 2021 round 11
Energy,Multiple Choice,"Researchers in the Lourido group at MIT are cur- rently studying apicomplexans, a parasitic protist. Which of the following protist supergroups contains the aforementioned protists? W) Excavata X) SAR Y) Archaeplastida Z) Unikonta ",X) SAR,Short Answer,"Researchers in the Burge group are investigating new structural and bonding patterns of DNA. Answer the following two questions regard- ing DNA intermolecular bonding: 1) When guanine nucleotides self-associate, what is the theoretical maximum number of guanosines that are bonded together at one time? 2) The guanine nucleotide bonding mentioned above, is an example of what gen- eral class of non-Watson Crick base pairing? ",1) 4 2) Hoogsteen Pairing,MIT 2021 round 11
Math,Short Answer,"In base-10, how many digits are there in 202110 ? ",34,Short Answer,A ball of radius 4 is cut into two pieces by a plane at distance 1 from its center. What is the surface area of the larger of the two pieces? ,55π ,MIT 2021 round 11
Biology,Multiple Choice,Which of the following chromosome shapes describes a chromosome in which one arm is slightly shorter than the other? W) Metacentric X) Submetacentric Y) Acrocentric Z) Telocentric ,X) Submetacentric,Short Answer,What is the karyotyping technique for visualizing chro- mosomes called in which heterochromatin appears darker and euchromatin appears lighter? ,"Giemsa stain (accept: G-banding, Giemsa-banding)",MIT 2021 round 11
Earth and Space,Multiple Choice,"By name or number, identify all of the following four structures that typically contain older rocks towards their centers: 1) Syncline 2) Anticline 3) Dome 4) Basin ",1 and 3,Short Answer,Doppler shifts in what speciﬁc type of radiation are often used as a tracer to measure galactic rotation curves? ,21-centimeter line (accept: 21-centimeter; hydrogen 21-centimeter line; H1 line) ,MIT 2021 round 11
Chemistry,Short Answer,N-heterocyclic carbenes can be formed by deproto- nating a derivative of what 5-membered heterocycle? ,Imidazole,Short Answer,"By name or number, identify all of the following three statements which are true of N-heterocyclic carbenes: 1) The carbon is formally sp2 hybridized 2) The carbene is a singlet carbene 3) Lone pairs from the nitrogen donate into the empty p orbital of the carbon atom ",All of them,MIT 2021 round 11
Energy,Short Answer,"Researchers at MIT are studying X-ray signatures from Betelgeuse taken by the NuSTAR Telescope, in the hopes of detecting what hypo- thetical dark matter candidate, which is thought to be produced from photons in the cores of massive stars via the Primakoﬀ eﬀect? ",Axion,Short Answer,"Researchers at MIT are studying X-ray signatures from Betelgeuse taken by the NuSTAR Telescope, in the hopes of detecting axions. By name or number, identify all of the following three statements that are true of axions: 1) They were proposed as a solution to the Strong-CP problem 2) They would be a component of Cold Dark Matter 3) They would have a charge of 0 ","1, 2, 3",MIT 2021 round 11
Physics,Multiple Choice,What is the shape of a suspension bridge’s massless cables if they support a uniform load? W) Parabola X) Catenary Y) Sinusoid Z) Circular arc ,W) Parabola,Short Answer,"The Super-Kamiokande experiment was initially de- signed to detect what theoretical process, which has a predicted half-life on the order of 1034 years, and is predicted by multiple grand uniﬁed theories? ",Proton decay,MIT 2021 round 11
Physics,Short Answer,A viscous ﬂuid undergoes laminar ﬂuid through a cylin- drical pipe with a radius of 2 centimeters. Assume the ﬂuid is at rest next to the walls of the pipe. What is the ratio of the speed of the ﬂuid at a distance of 1 centimeter from the center to that of the ﬂuid at the center of the pipe? ,3/4,Multiple Choice,"Which of the following is closest to the critical speed at which gasoline, which has a dynamic viscosity of 3.0 × 10−4 kilograms per meter per second and a density of 750 kilograms per cubic meter, will become turbulent ﬂowing through a cylindrical pipe with a diameter of 4.0 centimeters? W) 1.0 × 10−5 meters per second X) 5.0 × 10−4 meters per second Y) 8.0 × 10−3 meters per second Z) 2.0 × 10−2 meters per second ",Z) 2.0 × 10−2 meters per second,MIT 2021 round 11
Biology,Multiple Choice,Which of the following techniques would allow for visualization of topologically associated domains or TADs? W) ChIP-seq X) 3C Y) Hi-C Z) Single-cell RNA-seq ,Y) Hi-C,Multiple Choice,The histone code hypothesizes that transcription is in part regulated by the combination of histone tail modiﬁcations. Which of the following histone tail modiﬁcations are most closely associated with ubiquitin? W) citrullination X) SUMOylation Y) ADP-ribosylation Z) acetylation ,X) SUMOylation,MIT 2021 round 11
Chemistry,Multiple Choice,Which of the following iodine compounds will not disproportionate in base? W) Elemental Iodine X) Hypoiodite Y) Iodite Z) Iodate ,Z) Iodate,Short Answer,Singlet oxygen can undergo cycloaddition with di- enes to create what new functional group? ,Organic Peroxide ,MIT 2021 round 11
Math,Short Answer,"Three of the side lengths of a quadrilateral are 4, 6, and 8. What is the sum of all possible integer values of the fourth unknown side length? ",153,Short Answer,"What is the derivative in x of the function x1/ ln x, for positive real x? ",0,MIT 2021 round 11
Earth and Space,Short Answer,"By name or number, identify all of the following four elements that are considered metals in astronomy: 1) Hydrogen 2) Helium 3) Nitrogen 4) Neon ",3 and 4,Short Answer,"By name or number, identify all of the following four fog types that are caused by cooling: 1) Advection 2) Steam 3) Radiation 4) Upslope ","1, 3, and 4",MIT 2021 round 11
Physics,Short Answer,Multiparticle systems have composite states that are speciﬁed using what operation between each individual particle’s wavefunction? ,Tensor product,Short Answer,"What quasiparticles are sometimes described as atoms without nuclei, and are bound states of an electron and positron? ",Positronium ,MIT 2021 round 12
Energy,Short Answer,"Researchers in the Kavli Institute at MIT are studying metal-poor halo stars in ultra faint dwarf galaxies. In particular, they are approxi- mating the amount of metal-poor halo stars formed from what type of high energy neutron capture responsible for roughly ﬁfty percent of heavy element formation? ",r-process (ACCEPT: rapid neutron capture),Short Answer,"Researchers in the Kavli Institute at MIT are studying X- Ray Fluorescence in accreting Black Holes. In particular, they are looking at what variation of accretion which has characteristic thick disks and extreme radiation pressure? ",Super-Eddington accretion,MIT 2021 round 12
Biology,Short Answer,"In the intestine, the mucus-secreting goblet cells are found in what speciﬁc depressions of the epithelium which are located between villi? ",Crypts of Lieberkuhn (accept: Intestinal Crypts),Short Answer,"By name or number, identify all of the following three sensory processes that are known to involve G-protein coupled receptors: 1) Hearing along the basilar membrane 2) Tasting spicy food in the tongue 3) Vision mediated by the pigment rhodopsin ",3 only,MIT 2021 round 12
Math,Multiple Choice,Suppose that the eccentricity of a conic section with equation y2 = ax2 + bx + c is 0.75. Which of the following inequalities must be true? W) a < 0 X) b < 2a + c Y) c > � a/b Z) a2 > 2bc ,W) a < 0,Multiple Choice,The solutions to the equation x4 + x3 + x + 1 = 0 are graphed on the complex plane. What is the area of the convex polygon bounded by those points? W) √ 3/4 X) √ 3/2 Y) 3 √ 3/4 Z) √ 3 ,Y) 3 √ 3/4,MIT 2021 round 12
Chemistry,Multiple Choice,"In organosilanes, the silicon group is very good at stabilizing a positive charge on a beta carbon atom. Which of the following statements best explains this phenomenon? W) There is three center two electron bonding between the silicon atom, alpha carbon, and beta carbon X) The carbon-silicon sigma bonding orbital can interact with the empty carbo- cation p orbital in a hyperconjugation interaction Y) The carbocation is resonance stabilized Z) The empty orbital on the carbocation gains bonding character ",X) The carbon-silicon sigma bonding orbital can interact with the emptycarbocation p orbital in a hyperconjugation interaction,Short Answer,"Consider the reaction that occurs when tertbutyl bromide is placed in aqueous solutions of varying pH from 0 to 14. By name or number, identify all of the following three statements that are true: 1) The ratio of tertbutyl alcohol to isobutylene in the products is largest at pH 0 2) The reaction has a primary kinetic isotope eﬀect only at low pH 3) The plot of the logarithm of the observed rate constant as a function of pH in the range from 0 to 14 is linear ",1 only,MIT 2021 round 12
